dteday;temp;atemp
2011-06-15;25.693347;29.3877
2011-06-16;25.761653000000003;29.767300000000002
2011-06-17;26.615847000000002;30.01915
2011-06-18;28.563347;32.197700000000005
2011-06-19;28.665847;32.292300000000004
2011-06-20;26.035;29.767300000000002
2011-06-21;27.914153000000002;31.8823
2011-06-22;30.066653000000002;34.69145
2011-06-23;29.861653;34.69165
2011-06-24;29.690847;32.82915
2011-06-25;28.494999999999997;32.16565
2011-06-26;27.880000000000003;31.88145
2011-06-27;27.982499999999998;31.8502
2011-06-28;30.510847000000002;34.6279
2011-06-29;29.861653;32.7344
2011-06-30;28.563347;31.8504
2011-07-01;29.622500000000002;32.6081
2011-07-02;30.271653;33.3654
2011-07-03;29.383347;33.42875
2011-07-04;29.793346999999997;33.27085
2011-07-05;30.613346999999997;34.816900000000004
2011-07-06;29.52;34.28165
2011-07-07;30.75;34.34355
2011-07-08;29.075847;33.524150000000006
2011-07-09;30.066653000000002;33.2079
2011-07-10;30.6475;34.50125
2011-07-11;31.2625;36.4902
2011-07-12;32.560846999999995;36.96375
2011-07-13;30.613346999999997;34.4702
2011-07-14;27.914153000000002;31.7552
2011-07-15;27.196652999999998;31.21855
2011-07-16;28.153347;31.91315
2011-07-17;29.485847;33.49165
2011-07-18;30.613346999999997;35.19625
2011-07-19;31.843347;37.37395
2011-07-20;31.501653;37.3425
2011-07-21;33.415;41.31855
2011-07-22;34.781653;42.0448
2011-07-23;34.815847;40.214349999999996
2011-07-24;34.03;39.74145
2011-07-25;30.476653000000002;36.0479
2011-07-26;31.638347;34.84895
2011-07-27;31.775000000000002;34.53335
2011-07-28;31.945847;36.995
2011-07-29;34.371653;39.29835
2011-07-30;32.970847;36.42685
2011-07-31;33.039153;36.4898
2011-08-01;31.638347;35.1646
2011-08-02;32.116653;35.35355
2011-08-03;29.998347;33.99685
2011-08-04;29.11;33.2394
2011-08-05;29.144153000000003;32.82835
2011-08-06;29.383347;33.807700000000004
2011-08-07;30.442500000000003;35.7646
2011-08-08;31.365000000000002;35.16415
2011-08-09;31.775000000000002;36.20605
2011-08-10;31.433346999999998;34.24915
2011-08-11;29.4175;32.57605
2011-08-12;29.041653;32.7021
2011-08-13;28.119153;32.2929
2011-08-14;27.743347;31.219400000000004
2011-08-15;27.299153;30.80835
2011-08-16;28.734153000000003;32.29185
2011-08-17;29.656653;33.33355
2011-08-18;29.178347000000002;33.1129
2011-08-19;28.085;31.661050000000003
2011-08-20;28.5975;32.4498
2011-08-21;29.144153000000003;33.776250000000005
2011-08-22;28.358347000000002;31.9127
2011-08-23;26.274153;30.303350000000002
2011-08-24;27.606652999999998;31.5346
2011-08-25;28.050846999999997;32.2927
2011-08-26;28.7;32.98665
2011-08-27;27.880000000000003;31.7778
2011-08-28;28.989418999999998;32.397949999999994
2011-08-29;26.103347;30.3979
2011-08-30;26.205847000000002;29.7352
2011-08-31;26.923347;30.556050000000003
2011-09-01;26.855;30.746050000000004
2011-09-02;26.376653;30.2404
2011-09-03;27.435847;31.66065
2011-09-04;29.075847;33.27145
2011-09-05;27.606652999999998;31.282300000000003
2011-09-06;22.14;25.759999999999998
2011-09-07;24.565847;27.21145
2011-09-08;25.990433;27.76805
2011-09-09;26.650000000000002;28.9473
2011-09-10;27.060000000000002;30.3981
2011-09-11;26.786653;30.46145
2011-09-12;26.418268;30.106500000000004
2011-09-13;26.684153;30.1777
2011-09-14;27.606652999999998;31.345
2011-09-15;23.677500000000002;27.68355
2011-09-16;19.235847;23.07375
2011-09-17;20.158347;23.9256
2011-09-18;20.807499999999997;24.52685
2011-09-19;22.515846999999997;26.48375
2011-09-20;23.028347;26.610850000000003
2011-09-21;24.395;27.526650000000004
2011-09-22;25.761653000000003;27.74815
2011-09-23;24.975847;26.106249999999996
2011-09-24;24.873347;28.2206
2011-09-25;26.000847;28.631849999999996
2011-09-26;26.615847000000002;29.452099999999998
2011-09-27;26.103347;28.726249999999997
2011-09-28;26.035;28.757899999999996
2011-09-29;25.283347;28.7256
2011-09-30;23.130847;27.24145
2011-10-01;16.81;20.64315
2011-10-02;14.623347;17.26585
2011-10-03;15.750846999999998;19.6023
2011-10-04;19.850847;23.6429
2011-10-05;22.071652999999998;26.3569
2011-10-06;20.260847000000002;24.02125
2011-10-07;20.944153;25.2202
2011-10-08;21.388347;25.6621
2011-10-09;22.174153;26.19915
2011-10-10;23.404153;27.14625
2011-10-11;23.233347000000002;27.3048
2011-10-12;22.276653;25.885849999999998
2011-10-13;24.155847;27.5902
2011-10-14;22.584153;26.48375
2011-10-15;20.773346999999998;24.936249999999998
2011-10-16;20.978347;25.1577
2011-10-17;21.900847;25.53625
2011-10-18;21.8325;26.13605
2011-10-19;22.211299;25.6924
2011-10-20;19.509153;23.32625
2011-10-21;17.5275;21.1798
2011-10-22;17.322499999999998;21.2746
2011-10-23;17.288347;21.11665
2011-10-24;18.996653;22.85335
2011-10-25;19.338347;23.16875
2011-10-26;19.850847;23.6423
2011-10-27;19.27;22.8523
2011-10-28;13.564153;15.9406
2011-10-29;10.420846999999998;11.39565
2011-10-30;13.085847;16.06645
2011-10-31;13.940000000000001;17.803150000000002
2011-11-01;16.434153;19.8544
2011-11-02;15.477500000000001;19.50665
2011-11-03;16.741653;20.296049999999997
2011-11-04;16.536653;20.1696
2011-11-05;13.393346999999999;16.1927
2011-11-06;14.281653;18.117900000000002
2011-11-07;16.195;20.04355
2011-11-08;16.741653;20.6123
2011-11-09;16.400000000000002;20.453950000000003
2011-11-10;15.58;18.68605
2011-11-11;13.290847;15.34085
2011-11-12;14.623347;17.8971
2011-11-13;18.074153;21.5275
2011-11-14;21.73;26.2306
2011-11-15;21.73;25.37895
2011-11-16;18.723347;22.5994
2011-11-17;14.008347;16.16105
2011-11-18;11.240847;13.63605
2011-11-19;13.495847;16.22415
2011-11-20;18.996653;22.8529
2011-11-21;18.3475;22.2531
2011-11-22;17.083347;21.0848
2011-11-23;18.074153;21.52685
2011-11-24;15.306653;18.62355
2011-11-25;15.375;19.033549999999998
2011-11-26;15.409152999999998;19.254350000000002
2011-11-27;18.825847;22.79
2011-11-28;20.642598;24.5061
2011-11-29;18.791653;22.56875
2011-11-30;13.325000000000001;15.561050000000002
2011-12-01;12.8125;15.2777
2011-12-02;12.880847;16.571649999999998
2011-12-03;12.265847;15.530199999999999
2011-12-04;13.564153;17.455000000000002
2011-12-05;15.819153;19.696250000000003
2011-12-06;18.962500000000002;22.82
2011-12-07;16.81;20.0123
2011-12-08;10.899153;12.8469
2011-12-09;11.924153;15.877099999999999
2011-12-10;11.275;13.320599999999999
2011-12-11;9.054153;12.6577
2011-12-12;9.771652999999999;13.5098
2011-12-13;11.5825;15.0569
2011-12-14;13.0175;16.9181
2011-12-15;17.322499999999998;20.61185
2011-12-16;15.375;17.99125
2011-12-17;10.591652999999999;12.46855
2011-12-18;9.771652999999999;12.27895
2011-12-19;11.343347;14.04665
2011-12-20;15.819153;19.822699999999998
2011-12-21;17.561653;21.40085
2011-12-22;17.356653;21.306050000000003
2011-12-23;15.306653;18.87565
2011-12-24;12.4025;14.9621
2011-12-25;11.266103;13.998050000000001
2011-12-26;13.191299;15.77675
2011-12-27;13.325000000000001;16.38165
2011-12-28;12.264330000000001;13.9987
2011-12-29;10.181653;13.194600000000001
2011-12-30;12.778347000000002;15.9406
2011-12-31;16.81;20.70605
2012-01-01;15.17;18.78105
2012-01-02;11.194763;12.615199999999998
2012-01-03;6.1499999999999995;6.31375
2012-01-04;4.4075;5.96685
2012-01-05;10.899153;13.9206
2012-01-06;13.700847;17.01335
2012-01-07;16.126653;19.53895
2012-01-08;13.8375;17.012900000000002
2012-01-09;9.190847;12.37395
2012-01-10;12.656536000000001;15.9413
2012-01-11;11.240847;14.14105
2012-01-12;15.682500000000001;19.0969
2012-01-13;11.240847;12.4681
2012-01-14;7.38;9.15435
2012-01-15;6.833347000000001;8.081249999999999
2012-01-16;7.79;9.53315
2012-01-17;15.294763;18.2139
2012-01-18;12.436653000000002;13.7627
2012-01-19;7.79;9.501900000000001
2012-01-20;8.9175;11.047899999999998
2012-01-21;7.106653;8.74375
2012-01-22;6.6625000000000005;8.1125
2012-01-23;8.951653;12.152899999999999
2012-01-24;14.0425;17.455399999999997
2012-01-25;12.060847;14.74105
2012-01-26;14.008347;17.8025
2012-01-27;17.425;20.76915
2012-01-28;12.949152999999999;16.318949999999997
2012-01-29;11.5825;13.63605
2012-01-30;11.035847;13.13125
2012-01-31;15.99;19.06585
2012-02-01;19.235847;23.326900000000002
2012-02-02;16.365847;19.94855
2012-02-03;12.846652999999998;15.4673
2012-02-04;10.830846999999999;13.63625
2012-02-05;10.899153;13.22605
2012-02-06;11.586969;14.8213
2012-02-07;14.520847;18.0552
2012-02-08;10.523347;13.321050000000001
2012-02-09;10.865;13.0994
2012-02-10;11.514153;14.6779
2012-02-11;9.190847;10.54335
2012-02-12;5.2275;5.0828999999999995
2012-02-13;9.1225;11.39565
2012-02-14;13.085847;16.697300000000002
2012-02-15;14.281653;17.58145
2012-02-16;12.983346999999998;16.5081
2012-02-17;14.076653;17.58145
2012-02-18;14.213347;17.77125
2012-02-19;11.48;13.2894
2012-02-20;11.48;13.66955
2012-02-21;11.800866000000001;14.755650000000001
2012-02-22;16.229153;19.63335
2012-02-23;18.620846999999998;22.2223
2012-02-24;16.7075;20.54855
2012-02-25;11.924153;12.78375
2012-02-26;11.445847;13.4154
2012-02-27;15.033347000000001;17.8977
2012-02-28;14.725847;17.67625
2012-02-29;14.118267999999999;17.4235
2012-03-01;19.919153;23.768549999999998
2012-03-02;14.486653;17.9921
2012-03-03;16.980847;20.6746
2012-03-04;13.359153;15.15105
2012-03-05;9.976652999999999;12.05855
2012-03-06;10.591652999999999;12.752099999999999
2012-03-07;16.570847;19.255
2012-03-08;21.627499999999998;26.230199999999996
2012-03-09;16.844153;19.85415
2012-03-10;11.7875;13.888349999999999
2012-03-11;14.831299;17.9835
2012-03-12;19.133347;22.9796
2012-03-13;23.165;27.14645
2012-03-14;23.4725;27.43085
2012-03-15;22.857499999999998;26.64125
2012-03-16;17.869153;21.81145
2012-03-17;21.080847000000002;25.252299999999998
2012-03-18;19.3725;23.200000000000003
2012-03-19;22.345000000000002;26.64105
2012-03-20;22.994153;26.926650000000002
2012-03-21;21.798347;25.6629
2012-03-22;22.720847;26.57835
2012-03-23;24.668346999999997;28.50335
2012-03-24;20.6025;24.336650000000002
2012-03-25;17.9375;21.874399999999998
2012-03-26;18.279153;21.9375
2012-03-27;13.256653;15.7827
2012-03-28;19.850847;23.5475
2012-03-29;20.260847000000002;24.1152
2012-03-30;15.17;18.78105
2012-03-31;17.390847;21.0854
2012-04-01;17.459153;20.86435
2012-04-02;17.790433;21.37565
2012-04-03;19.133347;23.07415
2012-04-04;22.208347;26.6725
2012-04-05;17.835;21.55815
2012-04-06;16.536653;19.538349999999998
2012-04-07;17.9375;21.306449999999998
2012-04-08;20.5;24.62125
2012-04-09;20.055847;23.8319
2012-04-10;18.313347;21.81165
2012-04-11;14.296536;16.8637
2012-04-12;16.2975;19.3802
2012-04-13;18.142500000000002;21.590400000000002
2012-04-14;20.294999999999998;24.3998
2012-04-15;24.873347;28.69375
2012-04-16;27.230846999999997;30.746250000000003
2012-04-17;24.941653000000002;29.92435
2012-04-18;18.996653;22.8519
2012-04-19;20.431653;24.6523
2012-04-20;21.593347;25.78875
2012-04-21;23.369999999999997;27.14605
2012-04-22;16.263347;19.4752
2012-04-23;13.188346999999998;15.056249999999999
2012-04-24;16.946653;20.26415
2012-04-25;19.543347;23.51585
2012-04-26;20.431653;24.17915
2012-04-27;18.7575;22.63185
2012-04-28;15.443347;18.8752
2012-04-29;18.791653;22.50605
2012-04-30;19.030847;22.8848
2012-05-01;25.146653;28.85105
2012-05-02;23.130847;26.894800000000004
2012-05-03;22.96;26.862099999999998
2012-05-04;25.7275;29.54585
2012-05-05;25.488346999999997;29.2304
2012-05-06;23.0625;27.336850000000002
2012-05-07;22.037499999999998;26.3571
2012-05-08;23.848347;27.87355
2012-05-09;23.575;27.65125
2012-05-10;20.739152999999998;24.58915
2012-05-11;21.866653;26.04165
2012-05-12;23.130847;27.24085
2012-05-13;25.1125;29.2619
2012-05-14;23.506653;27.495000000000005
2012-05-15;25.078346999999997;28.8202
2012-05-16;26.103347;29.798750000000002
2012-05-17;24.326653;28.630650000000003
2012-05-18;23.130847;27.55605
2012-05-19;24.599999999999998;28.345399999999998
2012-05-20;25.454152999999998;29.19835
2012-05-21;24.531653;28.283350000000002
2012-05-22;25.215;29.04125
2012-05-23;25.488346999999997;29.230600000000003
2012-05-24;26.855;30.335
2012-05-25;27.880000000000003;31.37645
2012-05-26;28.392500000000002;32.134800000000006
2012-05-27;28.29;32.07125
2012-05-28;29.212500000000002;33.965
2012-05-29;29.622500000000002;33.6496
2012-05-30;26.923347;30.55645
2012-05-31;27.880000000000003;31.566450000000003
2012-06-01;26.820847;30.3981
2012-06-02;23.916653;28.3144
2012-06-03;24.7025;28.75665
2012-06-04;24.497500000000002;28.91415
2012-06-05;22.174153;26.294600000000003
2012-06-06;22.720847;27.1146
2012-06-07;24.7025;28.4721
2012-06-08;26.615847000000002;29.8931
2012-06-09;29.144153000000003;32.418350000000004
2012-06-10;29.793346999999997;33.175850000000004
2012-06-11;29.554153;32.98605
2012-06-12;26.786653;29.89375
2012-06-13;26.889153;30.55585
2012-06-14;26.581653000000003;31.219150000000003
2012-06-15;26.205847000000002;29.9877
2012-06-16;25.898346999999998;29.735400000000002
2012-06-17;24.2925;28.59875
2012-06-18;23.301652999999998;27.2421
2012-06-19;28.221653;32.7346
2012-06-20;32.082499999999996;36.04875
2012-06-21;33.039153;37.6271
2012-06-22;31.877499999999998;36.20605
2012-06-23;29.998347;32.6396
2012-06-24;30.476653000000002;33.7127
2012-06-25;29.349153;32.7021
2012-06-26;25.864152999999998;29.7352
2012-06-27;28.5975;32.0396
2012-06-28;30.715847;33.7756
2012-06-29;34.200847;39.33065
2012-06-30;31.365000000000002;34.3754
2012-07-01;33.449153;37.53145
2012-07-02;32.048347;35.1019
2012-07-03;32.014153;35.1325
2012-07-04;32.355847;36.61685
2012-07-05;33.9275;38.06835
2012-07-06;33.961653;37.62665
2012-07-07;35.328347;40.24565
2012-07-08;33.722500000000004;39.5198
2012-07-09;29.144153000000003;32.7027
2012-07-10;29.554153;33.2398
2012-07-11;29.383347;32.51355
2012-07-12;29.349153;32.73415
2012-07-13;29.998347;33.39665
2012-07-14;28.836653;33.3021
2012-07-15;30.579152999999998;35.259800000000006
2012-07-16;31.296653000000003;36.206250000000004
2012-07-17;33.551653;37.78415
2012-07-18;32.526652999999996;37.27915
2012-07-19;31.57;35.7321
2012-07-20;27.299153;30.65125
2012-07-21;24.429153;27.495599999999996
2012-07-22;27.3675;31.156250000000004
2012-07-23;30.408347;34.50085
2012-07-24;30.784153;35.3225
2012-07-25;29.690847;32.7027
2012-07-26;31.843347;36.96315
2012-07-27;32.048347;36.71085
2012-07-28;30.989152999999998;34.8802
2012-07-29;29.588347;33.39665
2012-07-30;29.964153;34.24935
2012-07-31;29.246653;33.144800000000004
2012-08-01;29.4175;33.3654
2012-08-02;30.8525;35.354400000000005
2012-08-03;31.399153;36.143350000000005
2012-08-04;32.526652999999996;37.56335
2012-08-05;31.535847;36.55395
2012-08-06;30.8525;35.5123
2012-08-07;30.169152999999998;34.88105
2012-08-08;30.75;35.385850000000005
2012-08-09;30.989152999999998;34.9754
2012-08-10;29.349153;33.3971
2012-08-11;28.392500000000002;31.91335
2012-08-12;28.734153000000003;32.22895
2012-08-13;29.554153;33.112700000000004
2012-08-14;29.793346999999997;33.838950000000004
2012-08-15;28.973347;32.70185
2012-08-16;29.485847;32.7344
2012-08-17;29.656653;12.120000000000001
2012-08-18;27.811653;30.903550000000003
2012-08-19;26.069153;30.1777
2012-08-20;26.069153;29.798350000000003
2012-08-21;26.615847000000002;30.051250000000003
2012-08-22;27.3675;31.0927
2012-08-23;28.529153;31.8504
2012-08-24;28.802500000000002;32.355000000000004
2012-08-25;27.128347;30.934800000000003
2012-08-26;26.786653;29.799799999999998
2012-08-27;28.836653;32.7344
2012-08-28;29.861653;33.3025
2012-08-29;28.085;31.786649999999998
2012-08-30;28.973347;32.63895
2012-08-31;31.330847000000002;34.47
2012-09-01;30.886653000000003;35.1327
2012-09-02;28.563347;32.45
2012-09-03;29.0075;33.081450000000004
2012-09-04;29.759152999999998;34.3444
2012-09-05;30.203346999999997;35.44915
2012-09-06;28.563347;32.766450000000006
2012-09-07;28.836653;32.8602
2012-09-08;27.025847;30.556050000000003
2012-09-09;25.009999999999998;28.946250000000003
2012-09-10;23.916653;28.2827
2012-09-11;23.677500000000002;27.7146
2012-09-12;24.565847;28.50375
2012-09-13;25.1125;28.9779
2012-09-14;25.966653;29.704150000000002
2012-09-15;24.941653000000002;29.29335
2012-09-16;23.779999999999998;28.15625
2012-09-17;23.814153;27.652500000000003
2012-09-18;25.556653;28.253349999999998
2012-09-19;22.6525;27.0202
2012-09-20;22.413347;26.6096
2012-09-21;24.565847;28.59855
2012-09-22;26.650000000000002;30.5244
2012-09-23;21.695847;25.946649999999998
2012-09-24;21.080847000000002;25.12565
2012-09-25;22.55;27.208949999999998
2012-09-26;26.035;29.83065
2012-09-27;26.650000000000002;30.398750000000003
2012-09-28;25.385847000000002;29.29315
2012-09-29;22.2425;26.5148
2012-09-30;21.593347;25.88315
2012-10-01;21.354153;25.6
2012-10-02;24.224153;27.116649999999996
2012-10-03;26.9575;29.95665
2012-10-04;26.9575;30.398750000000003
2012-10-05;25.215;29.00935
2012-10-06;22.720847;26.92605
2012-10-07;17.049153;20.99065
2012-10-08;15.716652999999999;19.3804
2012-10-09;18.313347;21.9056
2012-10-10;21.080847000000002;25.1571
2012-10-11;17.835;21.55835
2012-10-12;17.9375;21.65355
2012-10-13;16.126653;19.5698
2012-10-14;21.388347;25.4102
2012-10-15;23.028347;26.9575
2012-10-16;19.201653;23.042299999999997
2012-10-17;18.689153;22.5054
2012-10-18;21.4225;25.63125
2012-10-19;23.096653;26.894800000000004
2012-10-20;19.850847;23.6421
2012-10-21;19.030847;22.82145
2012-10-22;19.9875;24.1471
2012-10-23;22.310847;26.5152
2012-10-24;24.087500000000002;27.93605
2012-10-25;22.55;26.4844
2012-10-26;22.379153000000002;26.137500000000003
2012-10-27;21.73;25.756649999999997
2012-10-28;19.5775;23.38855
2012-10-29;18.04;21.97
2012-10-30;13.045462;15.49545
2012-10-31;14.657499999999999;18.055
2012-11-01;14.999153000000002;18.4971
2012-11-02;14.555;17.802100000000003
2012-11-03;14.076653;16.1923
2012-11-04;13.359153;16.4769
2012-11-05;13.085847;15.403749999999999
2012-11-06;11.514153;14.07835
2012-11-07;12.129153;13.73105
2012-11-08;14.439134;17.09455
2012-11-09;14.828347;17.77065
2012-11-10;15.955846999999999;19.696849999999998
2012-11-11;17.254153000000002;21.08565
2012-11-12;19.884999999999998;23.76915
2012-11-13;14.076653;16.16125
2012-11-14;11.855847;14.07815
2012-11-15;13.188346999999998;16.2246
2012-11-16;14.145;17.3602
2012-11-17;13.325000000000001;16.31915
2012-11-18;14.0425;16.8873
2012-11-19;15.614152999999998;18.78105
2012-11-20;15.340847000000002;19.03335
2012-11-21;14.486653;18.2446
2012-11-22;13.940000000000001;17.518549999999998
2012-11-23;15.101653;18.93895
2012-11-24;11.411653;12.4371
2012-11-25;10.079153;12.879150000000001
2012-11-26;12.846652999999998;16.950200000000002
2012-11-27;11.958347;14.0779
2012-11-28;12.163347;14.488100000000001
2012-11-29;11.51567;14.921100000000001
2012-11-30;12.231653000000001;16.193350000000002
2012-12-01;12.231653000000001;15.8452
2012-12-02;14.247499999999999;17.9604
2012-12-03;18.552500000000002;22.7898
2012-12-04;19.509153;23.4527
2012-12-05;17.971653;21.4006
2012-12-06;10.489152999999998;12.9102
2012-12-07;13.154152999999999;16.097900000000003
2012-12-08;15.648347;19.4754
2012-12-09;15.750846999999998;19.5073
2012-12-10;17.869153;21.77875
2012-12-11;14.486653;16.91815
2012-12-12;12.1975;14.8669
2012-12-13;12.129153;14.7094
2012-12-14;11.548347;14.7096
2012-12-15;13.290847;16.91915
2012-12-16;14.862499999999999;18.4969
2012-12-17;16.126653;20.075000000000003
2012-12-18;16.844153;20.485400000000002
2012-12-19;13.6325;17.1081
2012-12-20;13.530000000000001;16.760849999999998
2012-12-21;13.393346999999999;15.08835
2012-12-22;10.899153;11.80565
2012-12-23;10.079153;12.97355
2012-12-24;9.483464;12.945
2012-12-25;11.943464;14.723249999999998
2012-12-26;9.976652999999999;11.01665
2012-12-27;10.420846999999998;11.3321
2012-12-28;10.386652999999999;12.7523
2012-12-29;10.386652999999999;12.120000000000001
2012-12-30;10.489152999999998;11.584999999999999
2012-12-31;8.849153;11.17435
